sentence_number,sentence,word,cloze_prob
485,The salesman made the mistake of talking down to Jane because he thought she was,stupid,0.07142857142857142
486,Water was leaking out from the hole in the,ceiling,0.0625
487,"Rushing out, he forgot to take his",coat,0.06666666666666667
488,"At that time, the boys lived down by the river in a",shack,0.03448275862068965
489,The salesman made the mistake of talking down to Jane because he thought she was,dumb,0.17857142857142858
490,Water was leaking out from the hole in the,roof,0.15625
491,"Rushing out, he forgot to take his",jacket,0.1
492,"At that time, the boys lived down by the river in a",hut,0.13793103448275862
493,The salesman made the mistake of talking down to Jane because he thought she was,poor,0.03571428571428571
494,Water was leaking out from the hole in the,balloon,0
495,"Rushing out, he forgot to take his",umbrella,0
496,"At that time, the boys lived down by the river in a",van,0.10344827586206896
497,The salesman made the mistake of talking down to Jane because he thought she was,abstract,0
498,Water was leaking out from the hole in the,reward,0
499,"Rushing out, he forgot to take his",country,0
500,"At that time, the boys lived down by the river in a",letter,0
