subject	segment	cloze	lab	item	n400	FullText	TargetWords
kent0028	61	0	kent	76	8	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
kent0028	62	97	kent	78	-0.74	Because they were playing baseball so close to the house the children ended up shattering a window	window
kent0028	63	0	kent	75	-6.93	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
kent0028	64	0	kent	63	0.15	The group had been brainstorming all day but they still didn't have a name	name
kent0028	65	93	kent	65	5.17	Being from the mainland Karen never got used to the feeling of living on an island	island
kent0028	66	93	kent	74	-2.64	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
kent0028	67	0	kent	79	11.22	Bob claims to be from outer space but nobody believes that he is actually a tourist	tourist
kent0028	68	77	kent	64	3.8	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
kent0028	69	70	kent	62	14.64	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
kent0028	70	23	kent	66	8.28	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
kent0028	71	10	kent	68	8.5	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
kent0028	72	80	kent	73	-4.45	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
kent0028	73	0	kent	67	-12.19	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
kent0028	74	0	kent	72	-4.5	Marcy did not deal well with praise and had never really learned how to take an order	order
kent0028	75	57	kent	70	2.95	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
kent0028	76	0	kent	80	5.58	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
kent0028	77	34	kent	61	6.49	Although the basketball team's defence was very strong they did not have so much of an offense	offense
kent0028	78	100	kent	77	4.38	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
kent0028	79	0	kent	71	6	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
kent0029	1	3	kent	9	-6.12	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
kent0029	2	3	kent	10	-7.25	The tweeting in the treetops sounded like an echo	echo
kent0029	3	93	kent	4	9.24	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
kent0029	4	0	kent	1	2.21	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
kent0029	5	3	kent	2	-0.95	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
kent0029	6	0	kent	13	-6.61	On a street corner in Paris Kim had her portrait painted by a student	student
kent0029	7	0	kent	18	7.57	Without the floats and the marching bands it wasn't much of an election	election
kent0029	8	90	kent	20	-1.02	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
kent0029	9	80	kent	7	-2.65	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
kent0029	10	100	kent	12	-4.17	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
kent0029	11	0	kent	5	0.48	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
kent0029	12	0	kent	17	2.83	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
kent0029	13	0	kent	6	13.49	The bakery did not accept credit cards so Peter would have to write an apology	apology
kent0029	14	0	kent	14	4.52	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
kent0029	15	100	kent	19	2.68	When her husband started staying late at the office every night, Joanne began to suspect that he was having an affair	affair
kent0029	16	100	kent	3	-2.64	It was difficult to understand the foreign professor because he had an accent	accent
kent0029	17	93	kent	16	0.57	James is an avid reader, so for his birthday his sister decided to give him a book	book
kent0029	18	90	kent	15	0.4	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
kent0029	19	97	kent	8	-3.51	The day was breezy so the boy went outside to fly a kite	kite
kent0029	20	87	kent	11	8.82	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
kent0029	21	97	kent	27	8.99	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
kent0029	22	27	kent	28	-3.87	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
kent0029	23	0	kent	26	8.91	I wanted to put my coat in the closet but I could not find an iron	iron
kent0029	24	77	kent	36	0.88	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
kent0029	25	93	kent	40	-0.12	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
kent0029	26	93	kent	23	-2.22	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
kent0029	27	77	kent	31	-0.64	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
kent0029	28	93	kent	24	7.77	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
kent0029	29	0	kent	25	-0.29	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
kent0029	30	0	kent	38	0.28	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
kent0029	31	97	kent	35	9.96	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
kent0029	32	97	kent	39	7.2	Because Bart did not clean his wound properly he ended up getting an infection	infection
kent0029	33	3	kent	21	-1.59	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
kent0029	34	30	kent	34	-3.46	You never forget how to ride an elephant	elephant
kent0029	35	0	kent	30	0.47	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
kent0029	36	0	kent	33	4.47	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
kent0029	37	90	kent	29	4.28	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
kent0029	37	90	kent	29	4.28	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
kent0029	38	80	kent	32	2.39	When I called his house Nolan was not home but his mother said she could relay a message	message
kent0029	39	0	kent	37	9.56	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
kent0029	40	17	kent	22	3.69	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
kent0029	41	100	kent	47	-4.39	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
kent0029	42	50	kent	49	3.51	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
kent0029	43	90	kent	44	6.88	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
kent0029	44	7	kent	53	9.61	Lance had moved to Hollywood in hopes of becoming a director	director
kent0029	45	17	kent	45	12.25	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
kent0029	46	3	kent	50	6.48	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
kent0029	47	7	kent	41	5.49	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
kent0029	48	93	kent	43	1.12	Jeffrey mailed the letter without a stamp	stamp
kent0029	49	0	kent	58	5.39	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
kent0029	50	30	kent	54	2.83	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
kent0029	51	93	kent	55	-7.53	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
kent0029	52	13	kent	42	8.97	Older children often have a harder time than younger children dealing with the loss of an adult	adult
kent0029	53	87	kent	48	0.06	Before little Gloria went to sleep she wanted to hear a story	story
kent0029	54	20	kent	46	5.33	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
kent0029	55	90	kent	51	3.04	After Joanne's first book was published she finally felt she could call herself an author	author
kent0029	56	87	kent	52	2.85	Alicia's first client was a failure but her second was a success	success
kent0029	57	0	kent	57	10.41	Damon preferred climbing stairs over going up a wheelchair	wheelchair
kent0029	58	90	kent	60	-5.14	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
kent0029	59	73	kent	59	1.85	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
kent0029	60	93	kent	56	-0.19	Carrie's father had always joked that two is company but three is a crowd	crowd
kent0029	61	7	kent	65	1.06	Being from the mainland Karen never got used to the feeling of living on a ship	ship
kent0029	62	3	kent	70	6.31	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
kent0029	63	97	kent	79	11.3	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
kent0029	64	90	kent	76	-2.08	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
kent0029	66	0	kent	62	-0.5	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
kent0029	67	0	kent	69	4.86	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
kent0029	68	0	kent	74	-1.17	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
kent0029	69	90	kent	72	1.32	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
kent0029	70	7	kent	73	3.28	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
kent0029	71	7	kent	66	-8.68	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
kent0029	72	27	kent	68	-3.17	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
kent0029	73	87	kent	67	0.63	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
kent0029	74	50	kent	64	1.13	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
kent0029	76	83	kent	63	2.37	The group had been brainstorming all day but they still didn't have an idea	idea
kent0029	77	97	kent	80	-2.97	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
kent0029	78	0	kent	61	8.71	Although the basketball team's defence was very strong they did not have so much of a coach	coach
kent0029	79	90	kent	71	9.98	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
kent0029	80	60	kent	75	3.3	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
kent0030	1	87	kent	11	5.84	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was an octopus	octopus
kent0030	2	100	kent	3	1.55	It was difficult to understand the foreign professor because he had an accent	accent
kent0030	3	3	kent	9	-2.25	Surrounded by mountains, Lola shouted across the valley and heard a bird	bird
kent0030	4	0	kent	14	0.94	Betsy had no desire to enter the working world, so decided to stay at the university and remain an artist	artist
kent0030	5	0	kent	18	2.18	Without the floats and the marching bands it wasn't much of an election	election
kent0030	6	97	kent	8	7.16	The day was breezy so the boy went outside to fly a kite	kite
kent0030	7	90	kent	20	12.65	Whenever Josh had too much to drink, he became belligerent and would try to start a fight	fight
kent0030	8	100	kent	12	6.6	Marge hated baiting the hook, but she knew that it was the only way to catch a fish	fish
kent0030	9	0	kent	5	-0.73	Dale was very sorry for what he had said to Bernadette and he knew that he owed her a cheque	cheque
kent0030	10	0	kent	6	1.63	The bakery did not accept credit cards so Peter would have to write an apology	apology
kent0030	11	93	kent	4	4.98	Katie did not like to say words with the letter s because she spoke with a lisp	lisp
kent0030	12	0	kent	17	7.98	When the representative retired in the middle of his term, the state was forced to hold a parade	parade
kent0030	13	0	kent	1	6.96	The old wives' tale says that if you want to keep the doctor away then you should eat a carrot	carrot
kent0030	14	3	kent	2	0.81	For the snowman's eyes the children used two pieces of coal, and for its nose they used an apple	apple
kent0030	15	93	kent	16	7.01	James is an avid reader, so for his birthday his sister decided to give him a book	book
kent0030	16	0	kent	13	-0.49	On a street corner in Paris Kim had her portrait painted by a student	student
kent0030	17	90	kent	15	3.86	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive an education	education
kent0030	18	3	kent	10	-0.97	The tweeting in the treetops sounded like an echo	echo
kent0030	19	80	kent	7	10.69	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build an aeroplane	aeroplane
kent0030	20	17	kent	22	4.53	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him an allowance	allowance
kent0030	21	0	kent	25	12.73	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use a hanger	hanger
kent0030	22	77	kent	31	1.89	Sue had wanted to go to Tim's birthday party but she was still waiting for an invitation	invitation
kent0030	23	97	kent	39	2.62	Because Bart did not clean his wound properly he ended up getting an infection	infection
kent0030	24	3	kent	21	0.09	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received a pound	pound
kent0030	25	93	kent	24	-1.82	Harris saw smoke billowing out of his neighbours' home and immediately got on the phone to report a fire	fire
kent0030	26	93	kent	23	8.11	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of an emergency	emergency
kent0030	27	0	kent	38	8.39	When the pipe broke in the bathroom Felicia looked through the phonebook to find an architect	architect
kent0030	28	93	kent	40	0.3	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten a tattoo	tattoo
kent0030	29	0	kent	26	1.46	I wanted to put my coat in the closet but I could not find an iron	iron
kent0030	30	30	kent	34	5.47	You never forget how to ride an elephant	elephant
kent0030	31	77	kent	36	0.17	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy a newspaper	newspaper
kent0030	32	27	kent	28	-1.49	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been a race	race
kent0030	33	97	kent	27	3.25	No matter how safely you drive your car chances are someday you'll be involved in an accident	accident
kent0030	34	90	kent	29	5	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
kent0030	34	90	kent	29	5	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
kent0030	35	0	kent	30	0.96	Instead of recording a live album the band decided they would have more control if they recorded in an apartment	apartment
kent0030	36	80	kent	32	2.5	When I called his house Nolan was not home but his mother said she could relay a message	message
kent0030	37	0	kent	33	-0.72	The highlight of Jack's trip to India was when he got to ride a bicycle	bicycle
kent0030	38	0	kent	37	7.5	Frank wanted to design a very modern house so he sought advice from a plumber	plumber
kent0030	39	97	kent	35	1.93	Because it frequently rains in London it's a good idea to always carry an umbrella	umbrella
kent0030	40	93	kent	56	7.79	Carrie's father had always joked that two is company but three is a crowd	crowd
kent0030	41	87	kent	52	3.07	Alicia's first client was a failure but her second was a success	success
kent0030	42	50	kent	49	5.08	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced a finger	finger
kent0030	43	13	kent	42	3.67	Older children often have a harder time than younger children dealing with the loss of an adult	adult
kent0030	44	30	kent	54	7.84	From a young age Steven had an interest in filmmaking and had always dreamed of being an actor	actor
kent0030	45	3	kent	50	5.79	Marie wanted to sample a tiny bit of the sauce so she daintily dipped an onion	onion
kent0030	46	0	kent	57	7.95	Damon preferred climbing stairs over going up a wheelchair	wheelchair
kent0030	47	17	kent	45	12.2	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be a beginner	beginner
kent0030	48	90	kent	51	2.89	After Joanne's first book was published she finally felt she could call herself an author	author
kent0030	49	0	kent	58	5.93	The doctors told Monica not to use her legs too much so soon after her surgery so she often used an escalator	escalator
kent0030	50	93	kent	43	4.97	Jeffrey mailed the letter without a stamp	stamp
kent0030	51	87	kent	48	-3.43	Before little Gloria went to sleep she wanted to hear a story	story
kent0030	52	90	kent	60	-1	Hannah wanted to live in a small town but her husband preferred to live closer to a city	city
kent0030	53	100	kent	47	-2.03	Amelia did not want to go to the bar with her friends after seeing the movie so she made up an excuse	excuse
kent0030	54	93	kent	55	-4.37	Dana enjoyed singing in private but was scared to death at the thought of performing in front of an audience	audience
kent0030	55	73	kent	59	12.24	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near an airport	airport
kent0030	56	90	kent	44	5.46	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up an envelope	envelope
kent0030	57	7	kent	53	-4.5	Lance had moved to Hollywood in hopes of becoming a director	director
kent0030	58	20	kent	46	6.79	There are always ways to improve your game whether you're an advanced tennis player or merely an amateur	amateur
kent0030	59	7	kent	41	1.39	In order to get into an R-rated movie children under 17 must be accompanied by a parent	parent
kent0030	60	7	kent	66	-1.79	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on an island	island
kent0030	61	83	kent	63	-4.11	The group had been brainstorming all day but they still didn't have an idea	idea
kent0030	62	0	kent	69	8.91	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was a mirage	mirage
kent0030	63	7	kent	73	6.12	Carly wasn't sure if the Venus flytrap was classified as a plant or as a flower	flower
kent0030	64	27	kent	68	1.39	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted a cat	cat
kent0030	65	90	kent	72	6.77	Marcy did not deal well with praise and had never really learned how to take a compliment	compliment
kent0030	66	0	kent	62	4.05	Ever since Mr.Barnes had moved away Bobby's football team had been left without an offense	offense
kent0030	67	0	kent	74	2.66	While Natasha was strolling through the colourful gardens she reached down and picked an animal	animal
kent0030	69	3	kent	70	10.08	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be an ocean	ocean
kent0030	70	97	kent	79	2.01	Bob claims to be from outer space but nobody believes that he is actually an alien	alien
kent0030	71	7	kent	65	6.57	Being from the mainland Karen never got used to the feeling of living on a ship	ship
kent0030	72	87	kent	67	15.94	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see an owl	owl
kent0030	73	90	kent	76	7.18	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into a liquid	liquid
kent0030	74	50	kent	64	10.34	The guys didn't know what to call their band so Trent told everyone to come up with a name	name
kent0030	75	0	kent	61	1.66	Although the basketball team's defence was very strong they did not have so much of a coach	coach
kent0030	76	60	kent	75	4.9	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just an element	element
kent0030	77	90	kent	71	9.34	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take an order	order
kent0030	78	97	kent	80	-3.88	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was a tourist	tourist
kent0031	1	34	kent	8	-1.17	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
kent0031	2	0	kent	19	-0.48	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
kent0031	3	7	kent	11	-5.65	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
kent0031	4	0	kent	20	-1.6	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
kent0031	5	87	kent	18	9.31	Without the floats and the marching bands it wasn't much of a parade	parade
kent0031	6	80	kent	10	-1.22	The tweeting in the treetops sounded like a bird	bird
kent0031	7	100	kent	2	10.03	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
kent0031	8	62	kent	17	11.83	When the representative retired in the middle of his term, the state was forced to hold an election	election
kent0031	9	97	kent	13	8.97	On a street corner in Paris Kim had her portrait painted by an artist	artist
kent0031	10	97	kent	1	2.63	The old wives' tale says that if you want to keep the doctor away then you should eat an apple	apple
kent0031	11	0	kent	7	-1.39	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
kent0031	12	0	kent	15	-7.04	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
kent0031	13	7	kent	3	3.14	It was difficult to understand the foreign professor because he had a lisp	lisp
kent0031	14	20	kent	4	7.31	Katie did not like to say words with the letter s because she spoke with an accent	accent
kent0031	15	13	kent	12	4.94	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
kent0031	16	90	kent	14	-1.89	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
kent0031	17	93	kent	9	-3.24	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
kent0031	18	100	kent	6	6.94	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
kent0031	19	0	kent	16	-1.33	James is an avid reader, so for his birthday his sister decided to give him an education	education
kent0031	20	93	kent	5	-1.56	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
kent0031	21	53	kent	22	-2.22	Andrew complained that the only place he could afford was Poundland, after his grandmother gave him a pound	pound
kent0031	22	3	kent	32	5.49	When I called his house Nolan was not home but his mother said she could relay an invitation	invitation
kent0031	23	0	kent	40	13.45	The Hell's Angel rolled up the sleeve of his leather jacket to show the girls where he had gotten an infection	infection
kent0031	24	3	kent	23	4.1	When she was filling out the paperwork, Merrill had to write down the name of someone who could be contacted in case of a fire	fire
kent0031	25	7	kent	36	-4.82	As he walked past the corner drugstore on his way to work Carl skimmed the headlines and decided to go ahead and buy an umbrella	umbrella
kent0031	26	0	kent	27	8.78	No matter how safely you drive your car chances are someday you'll be involved in a race	race
kent0031	27	90	kent	30	8.19	Instead of recording a live album the band decided they would have more control if they recorded in a studio	studio
kent0031	28	97	kent	34	0.78	You never forget how to ride a bicycle	bicycle
kent0031	29	67	kent	28	5.76	When we saw the finish line and the pylons sectioning off part of the road we knew that there must have been an accident	accident
kent0031	30	77	kent	21	8.59	Instead of giving her money whenever she asked for it, Rachel's father thought that it would be a real lesson in economics for her if every week she received an allowance	allowance
kent0031	31	80	kent	37	11.45	Frank wanted to design a very modern house so he sought advice from an architect	architect
kent0031	32	53	kent	33	9.25	The highlight of Jack's trip to India was when he got to ride an elephant	elephant
kent0031	33	97	kent	25	6.98	Charlie's wife told him that she was tired of pressing his shirts and that he would have to learn how to use an iron	iron
kent0031	34	90	kent	29	-4.05	Margot had finally decided to buy a house in the suburbs after a year of renting a flat	flat
kent0031	34	90	kent	29	-4.05	Margot had finally decided to buy a house in the suburbs after a year of renting an apartment	apartment
kent0031	35	93	kent	38	0.72	When the pipe broke in the bathroom Felicia looked through the phonebook to find a plumber	plumber
kent0031	36	0	kent	39	-1.62	Because Bart did not clean his wound properly he ended up getting a tattoo	tattoo
kent0031	37	0	kent	35	-6.17	Because it frequently rains in London it's a good idea to always carry a newspaper	newspaper
kent0031	38	93	kent	53	2.96	Lance had moved to Hollywood in hopes of becoming an actor	actor
kent0031	39	40	kent	43	3.21	Jeffrey mailed the letter without an envelope	envelope
kent0031	40	37	kent	42	3.31	Older children often have a harder time than younger children dealing with the loss of a parent	parent
kent0031	41	67	kent	45	6.62	The professional photographer was disqualified from the photo contest because the rules explicitly state that you must be an amateur	amateur
kent0031	42	0	kent	56	19.6	Carrie's father had always joked that two is company but three is an audience	audience
kent0031	43	73	kent	58	2.1	The doctors told Monica not to use her legs too much so soon after her surgery so she often used a wheelchair	wheelchair
kent0031	44	7	kent	59	7.84	The pilot had to make an emergency landing in the middle of the desert because he was nowhere near a city	city
kent0031	45	3	kent	51	-5.8	After Joanne's first book was published she finally felt she could call herself a success	success
kent0031	46	0	kent	52	5.97	Alicia's first client was a failure but her second was an author	author
kent0031	47	0	kent	48	7.34	Before little Gloria went to sleep she wanted to hear an excuse	excuse
kent0031	48	47	kent	44	4.92	When Wendy went to pay for the birthday card the clerk pointed out that she had forgotten to pick up a stamp	stamp
kent0031	49	37	kent	50	-9.21	Marie wanted to sample a tiny bit of the sauce so she daintily dipped a finger	finger
kent0031	50	63	kent	46	2.83	There are always ways to improve your game whether you're an advanced tennis player or merely a beginner	beginner
kent0031	51	13	kent	47	-3.16	Amelia did not want to go to the bar with her friends after seeing the movie so she made up a story	story
kent0031	52	60	kent	55	-1.98	Dana enjoyed singing in private but was scared to death at the thought of performing in front of a crowd	crowd
kent0031	53	100	kent	41	-7.25	In order to get into an R-rated movie children under 17 must be accompanied by an adult	adult
kent0031	54	69	kent	57	2.14	Damon preferred climbing stairs over going up an escalator	escalator
kent0031	55	40	kent	49	0.42	At first Victoria did not know why her brother was crying over the sink but then she noticed that he had just sliced an onion	onion
kent0031	56	77	kent	54	-0.31	From a young age Steven had an interest in filmmaking and had always dreamed of being a director	director
kent0031	57	27	kent	60	7.53	Hannah wanted to live in a small town but her husband preferred to live closer to an airport	airport
kent0031	58	70	kent	62	6.22	Ever since Mr.Barnes had moved away Bobby's football team had been left without a coach	coach
kent0031	59	0	kent	67	1.5	As Elizabeth climbed the ladder in the barn she heard a hooting sound coming from the rafters and looked up to see a cat	cat
kent0031	60	10	kent	68	-1.4	Every time they went for walks Sylvia's dog Rex would break into a run as soon as he spotted an owl	owl
kent0031	61	77	kent	64	7.12	The guys didn't know what to call their band so Trent told everyone to come up with an idea	idea
kent0031	62	57	kent	70	2.79	As the men stumbled across the desert they thought they saw an oasis on the horizon but it turned out to be a mirage	mirage
kent0031	63	97	kent	78	-5.53	Because they were playing baseball so close to the house the children ended up shattering a window	window
kent0031	64	23	kent	66	12.18	Sandra decided that she would work for a cruise line for a year before starting university although she had never been on a ship	ship
kent0031	65	93	kent	69	14.47	The first time Timmy saw the Pacific he thought it was a lake but his brother laughed and explained to him that it was an ocean	ocean
kent0031	66	34	kent	61	1.05	Although the basketball team's defence was very strong they did not have so much of an offense	offense
kent0031	67	0	kent	72	4.65	Marcy did not deal well with praise and had never really learned how to take an order	order
kent0031	68	100	kent	77	-3.84	Violet was just learning how to make an omelette so her father began by showing her how to crack an egg	egg
kent0031	69	0	kent	75	-5.46	The chemistry teacher explained to the class that water and salt were both compounds but that nitrogen was just a liquid	liquid
kent0031	70	80	kent	73	2.76	Carly wasn't sure if the Venus flytrap was classified as a plant or as an animal	animal
kent0031	71	93	kent	74	8.89	While Natasha was strolling through the colourful gardens she reached down and picked a flower	flower
kent0031	72	0	kent	71	-2.72	The waitress at the next table was trying to scribble everything down but it was obvious that she did not know how to take a compliment	compliment
kent0031	73	0	kent	76	4.02	Orlando thought that glass was a solid but when he held it under the Bunsen burner it melted and turned into an element	element
kent0031	74	93	kent	65	4.72	Being from the mainland Karen never got used to the feeling of living on an island	island
kent0031	75	0	kent	63	-9.02	The group had been brainstorming all day but they still didn't have a name	name
kent0031	76	0	kent	80	-0.24	With his khaki shorts and his loud Hawaiian shirt and the camera around his neck you could definitely tell that the man was an alien	alien
kent0032	1	0	kent	7	13.94	Although the idea of flight was as old as the hills, the Wright Brothers were the first people to build a kite	kite
kent0032	2	0	kent	15	-4.64	Her grandfather always stressed how important it was for Sophia to go to school, because he had never had the opportunity to receive a book	book
kent0032	3	0	kent	16	5.13	James is an avid reader, so for his birthday his sister decided to give him an education	education
kent0032	4	20	kent	4	14.76	Katie did not like to say words with the letter s because she spoke with an accent	accent
kent0032	5	93	kent	5	-12.58	Dale was very sorry for what he had said to Bernadette and he knew that he owed her an apology	apology
kent0032	6	80	kent	10	1.58	The tweeting in the treetops sounded like a bird	bird
kent0032	7	13	kent	12	1.18	Marge hated baiting the hook, but she knew that it was the only way to catch an octopus	octopus
kent0032	8	90	kent	14	16.03	Betsy had no desire to enter the working world, so decided to stay at the university and remain a student	student
kent0032	9	0	kent	19	-16.35	When her husband started staying late at the office every night, Joanne began to suspect that he was having a fight	fight
kent0032	10	100	kent	2	-4.22	For the snowman's eyes the children used two pieces of coal, and for its nose they used a carrot	carrot
kent0032	11	93	kent	9	-2.1	Surrounded by mountains, Lola shouted across the valley and heard an echo	echo
kent0032	12	0	kent	20	1.16	Whenever Josh had too much to drink, he became belligerent and would try to start an affair	affair
kent0032	13	7	kent	3	0.16	It was difficult to understand the foreign professor because he had a lisp	lisp
kent0032	14	62	kent	17	-7.29	When the representative retired in the middle of his term, the state was forced to hold an election	election
kent0032	15	87	kent	18	11.62	Without the floats and the marching bands it wasn't much of a parade	parade
kent0032	16	7	kent	11	-8.64	When the scuba diver saw the tentacle, he quickly realized that the creature under the rock was a fish	fish
kent0032	17	34	kent	8	3	The day was breezy so the boy went outside to fly an aeroplane	aeroplane
kent0032	18	100	kent	6	8.15	The bakery did not accept credit cards so Peter would have to write a cheque	cheque
kent0032	19	97	kent	13	-12.42	On a street corner in Paris Kim had her portrait painted by an artist	artist
