Experiment	Participant	Item	Electrode	Condition	Amplitude	Stim
E1	1-20	100	C3	prounrel	-0.0776847	Carla thanked the minister for all the guidance and support. She said that his book
E1	1-20	145	P4	prounrel	2.55269	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	145	CP4	prounrel	1.50296	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	145	C4	prounrel	1.66606	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	145	P3	prounrel	-5.73274	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	145	CP3	prounrel	-8.13816	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	145	C3	prounrel	-4.11636	Ruth interned for the fatherly orthodontist in the clinic. She made sure that his needle
E1	1-20	135	P4	prounrel	11.567	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	135	CP4	prounrel	8.45758	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	135	C4	prounrel	8.51787	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	135	P3	prounrel	13.6075	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	135	CP3	prounrel	13.7333	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	135	C3	prounrel	9.67757	Ivan lifted the figure skater high into the air. He knew that although her belts
E1	1-20	78	P4	prorel	5.13587	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	78	CP4	prorel	2.73253	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	78	C4	prorel	1.10277	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	78	P3	prorel	6.14735	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	78	CP3	prorel	5.13768	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	78	C3	prorel	2.59403	Miranda waited to speak with the director who was visiting the set. She expected that his movie
E1	1-20	115	P4	prounrel	-10.6904	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	115	CP4	prounrel	-15.5115	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	115	C4	prounrel	-16.4727	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	115	P3	prounrel	-6.26926	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	115	CP3	prounrel	-8.45441	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	115	C3	prounrel	-10.3505	Camilla competed with the salesman who targeted the same neighborhood. She wondered if his timing
E1	1-20	56	P4	npunrel	6.00852	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	56	CP4	npunrel	9.21916	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	56	C4	npunrel	10.8421	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	56	P3	npunrel	4.54248	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	56	CP3	npunrel	7.61594	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	56	C3	npunrel	6.28826	Charlotte bantered with the captain in the tavern. She claimed that the captain's club
E1	1-20	19	P4	nprel	-6.73573	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	19	CP4	nprel	-7.05318	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	19	C4	nprel	-5.91321	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	19	P3	nprel	-4.73098	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	19	CP3	nprel	-5.0668	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	19	C3	nprel	-2.94346	Caroline reminisced with the handsome graduate from the master's program. She was thrilled that the graduate's degree
E1	1-20	26	P4	npunrel	-2.65002	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	26	CP4	npunrel	1.19154	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	26	C4	npunrel	5.12116	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	26	P3	npunrel	-1.03655	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	26	CP3	npunrel	7.13493	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	26	C3	npunrel	7.76237	Rachel apologized to the monk who played music in the abbey. She had tripped over the monk's drum
E1	1-20	24	P4	nprel	13.8291	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	24	CP4	nprel	7.77566	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	24	C4	nprel	0.418458	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	24	P3	nprel	7.49257	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	24	CP3	nprel	-2.56352	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	24	C3	nprel	-8.06845	Joanne informed the policeman that the office had been ransacked. She had found the policeman's badge
E1	1-20	57	P4	control	2.09507	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	57	CP4	control	4.51819	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	57	C4	control	6.80077	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	57	P3	control	5.15395	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	57	CP3	control	9.52014	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	57	C3	control	7.5652	Audrey assisted the bald host at the boarding house on Tuesday night. She remarked that her guest
E1	1-20	4	P4	nprel	4.81462	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	4	CP4	nprel	8.80032	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	4	C4	nprel	9.55682	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	4	P3	nprel	-5.36443	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	4	CP3	nprel	-1.76803	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	4	C3	nprel	-1.26598	Edgar celebrated the blushing novelist at the awards gala. He bragged that the novelist's bestseller
E1	1-20	144	P4	nprel	-19.0992	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	144	CP4	nprel	-16.6097	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	144	C4	nprel	-17.4155	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	144	P3	nprel	-4.84425	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	144	CP3	nprel	-11.3313	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	144	C3	nprel	-15.4565	Lorraine returned with the king after the dangerous rescue. She was horrified to see the king's crown
E1	1-20	53	P4	prorel	-3.17167	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	53	CP4	prorel	-2.97052	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	53	C4	prorel	-5.77978	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	53	P3	prorel	-5.26241	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	53	CP3	prorel	-3.42137	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	53	C3	prorel	-4.80877	Sophia gossiped with the gentleman at the costume party. She joked that his tuxedo
E1	1-20	118	P4	prorel	-3.26859	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	118	CP4	prorel	-1.85157	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	118	C4	prorel	-2.22077	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	118	P3	prorel	-7.48038	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	118	CP3	prorel	-5.9042	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	118	C3	prorel	-4.43172	Sandra flew with the pilot in the cockpit. She sighed unhappily because his navigator
E1	1-20	65	P4	prounrel	2.5033	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	65	CP4	prounrel	5.89849	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	65	C4	prounrel	7.43339	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	65	P3	prounrel	-8.00299	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	65	CP3	prounrel	-9.68812	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	65	C3	prounrel	-7.4013	Julianna thanked the waiter after the dessert. She left his pen
E1	1-20	143	P4	prorel	-3.92326	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	143	CP4	prorel	-2.02068	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	143	C4	prorel	-0.169001	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	143	P3	prorel	3.00694	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	143	CP3	prorel	2.73476	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	143	C3	prorel	2.41935	Penelope relaxed with the screenwriter on the porch. She commented that his script
E1	1-20	50	P4	prounrel	-7.62441	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	50	CP4	prounrel	-9.04365	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	50	C4	prounrel	-6.79089	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	50	P3	prounrel	-3.60234	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	50	CP3	prounrel	-5.64065	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	50	C3	prounrel	-2.74568	Alexandra conspired with the czar in the dark corridor. She was afraid that his newborn
E1	1-20	138	P4	prorel	-0.879327	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	138	CP4	prorel	-6.09977	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	138	C4	prorel	-5.95063	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	138	P3	prorel	7.1608	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	138	CP3	prorel	1.59571	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	138	C3	prorel	1.78054	Phoebe awarded the admiral after the battle. She was pleased that his battleship
E1	1-20	94	P4	nprel	15.8185	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	94	CP4	nprel	14.4429	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	94	C4	nprel	12.0504	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	94	P3	nprel	16.6203	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	94	CP3	nprel	10.3439	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	94	C3	nprel	6.79803	Bonnie helped the burglar climb out the window. She didn't think that the burglar's robbery
E1	1-20	110	P4	prounrel	-5.54615	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	110	CP4	prounrel	-4.42205	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	110	C4	prounrel	-3.92364	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	110	P3	prounrel	-14.4204	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	110	CP3	prounrel	-11.8879	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	110	C3	prounrel	-8.56878	Alyssa assisted the magician at the birthday party. She pretended to be amazed when his diamond
E1	1-20	42	P4	control	-6.31078	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	42	CP4	control	-6.8202	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	42	C4	control	-7.85227	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	42	P3	control	-3.43755	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	42	CP3	control	-4.11855	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	42	C3	control	-6.50176	Hillary argued with the chauvinist candidate during the debate. She maintained that her election
E1	1-20	40	P4	prounrel	12.3592	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	40	CP4	prounrel	15.1501	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	40	C4	prounrel	14.4837	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	40	P3	prounrel	14.5093	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	40	CP3	prounrel	14.3874	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	40	C3	prounrel	14.2095	Angela scoffed at the chairman during the board meeting. She didn't trust his guarantee
E1	1-20	83	P4	prorel	-4.30828	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	83	CP4	prorel	-4.60151	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	83	C4	prorel	-4.4791	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	83	P3	prorel	0.197688	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	83	CP3	prorel	-3.04869	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	83	C3	prorel	-6.86831	Jason contacted the wedding planner weeks before the ceremony. He feared that her agenda
E1	1-20	129	P4	nprel	-2.73058	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	129	CP4	nprel	-6.61406	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	129	C4	nprel	-9.94437	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	129	P3	nprel	-6.53527	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	129	CP3	nprel	-7.01265	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	129	C3	nprel	-7.29408	Amanda helped the fireman uncoil the hose to save the building. She was relieved when the fireman's truck
E1	1-20	18	P4	prorel	11.5185	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	18	CP4	prorel	8.5502300000000009	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	18	C4	prorel	8.84246	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	18	P3	prorel	7.08438	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	18	CP3	prorel	4.46118	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	18	C3	prorel	7.42425	Linda scolded the soldier for complaining in the mess hall. She pointed out that his bunker
E1	1-20	99	P4	nprel	-11.2893	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	99	CP4	nprel	-12.6597	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	99	C4	nprel	-11.8909	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	99	P3	nprel	-12.4084	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	99	CP3	nprel	-13.3261	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	99	C3	nprel	-11.9513	Rosalie assisted the artist who had a goatee plan the mural. She moved the artist's paint
E1	1-20	148	P4	prorel	-4.5678	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	148	CP4	prorel	-1.13497	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	148	C4	prorel	1.36447	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	148	P3	prorel	-0.121844	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	148	CP3	prorel	0.941184	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	148	C3	prorel	1.49746	Cheryl was unhappy with the messy plumber during the repairs. She always tripped over his wrench
E1	1-20	92	P4	control	-1.97952	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	92	CP4	control	-3.1233	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	92	C4	control	-1.18576	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	92	P3	control	5.25287	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	92	CP3	control	-2.30589	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	92	C3	control	-1.42363	Heather sat with the surfer in the sand after the accident. She was astounded that her board
E1	1-20	140	P4	prounrel	-29.6127	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	140	CP4	prounrel	-30.4649	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	140	C4	prounrel	-27.3381	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	140	P3	prounrel	-22.4893	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	140	CP3	prounrel	-18.0746	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	140	C3	prounrel	-14.64	Estelle congratulated the architect after the speech. She agreed that his wedding
E1	1-20	86	P4	npunrel	17.1441	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	86	CP4	npunrel	16.9323	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	86	C4	npunrel	15.8097	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	86	P3	npunrel	18.218	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	86	CP3	npunrel	15.948	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	86	C3	npunrel	15.2486	Meredith argued with the executive in the penthouse. She questioned how the executive's problem
E1	1-20	55	P4	prounrel	-1.98434	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	55	CP4	prounrel	3.395	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	55	C4	prounrel	10.0778	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	55	P3	prounrel	-0.571158	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	55	CP3	prounrel	2.64341	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	55	C3	prounrel	7.62478	Stephen really respected the pregnant instructor at the workshop. He memorized her points
E1	1-20	31	P4	npunrel	6.30326	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	31	CP4	npunrel	9.76044	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	31	C4	npunrel	11.0942	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	31	P3	npunrel	2.28227	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	31	CP3	npunrel	3.5353	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	31	C3	npunrel	4.57366	Sabrina sulked with the bellboy in the main office. She was upset that the bellboy's stunt
E1	1-20	101	P4	npunrel	7.85473	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	101	CP4	npunrel	15.8705	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	101	C4	npunrel	17.7731	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	101	P3	npunrel	8.03901	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	101	CP3	npunrel	15.1219	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	101	C3	npunrel	17.3129	Diego helped the florist promote the new shop. He passed around the florist's vouchers
E1	1-20	82	P4	control	7.14733	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	82	CP4	control	8.38817	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	82	C4	control	11.1277	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	82	P3	control	2.6653	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	82	CP3	control	2.91917	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	82	C3	control	2.9467	Janelle joined the scuba diver in the water. She observed that her snorkel
E1	1-20	45	P4	prounrel	-19.6675	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	45	CP4	prounrel	-21.0607	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	45	C4	prounrel	-24.2044	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	45	P3	prounrel	-22.6136	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	45	CP3	prounrel	-22.6816	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	45	C3	prounrel	-24.2287	Samuel helped the matronly gardener prepare for spring. He carried her ladder
E1	1-20	62	P4	control	0.359244	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	62	CP4	control	1.34079	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	62	C4	control	3.72044	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	62	P3	control	3.59878	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	62	CP3	control	-1.23419	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	62	C3	control	-0.710022	Leah shouted at the limo driver after the collision. She was horrified that her passenger
E1	1-20	96	P4	npunrel	1.1946	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	96	CP4	npunrel	2.77831	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	96	C4	npunrel	2.27329	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	96	P3	npunrel	3.57037	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	96	CP3	npunrel	4.95771	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	96	C3	npunrel	5.20419	Bridget paid the genius a home visit. She hoped that the genius's wife
E1	1-20	119	P4	nprel	-3.14725	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	119	CP4	nprel	-3.71195	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	119	C4	nprel	-2.0712	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	119	P3	nprel	-1.10233	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	119	CP3	nprel	-1.4289	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	119	C3	nprel	-1.82193	Rosemary met with the maitre d' in the office. She asked if the maitre d's restaurant
E1	1-20	35	P4	prounrel	-0.380757	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	35	CP4	prounrel	-0.933082	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	35	C4	prounrel	1.36302	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	35	P3	prounrel	-3.19129	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	35	CP3	prounrel	-5.82176	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	35	C3	prounrel	-1.25397	Jessica performed with the chiseled rockstar during the national tour. She was sad to realize that his stress
E1	1-20	48	P4	prorel	-4.40325	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	48	CP4	prorel	-2.14486	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	48	C4	prorel	-0.235007	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	48	P3	prorel	-3.30119	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	48	CP3	prorel	-3.03061	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	48	C3	prorel	1.47683	Allison interviewed the congressman after the bill was passed. She wondered whether his district
E1	1-20	80	P4	prounrel	-6.51891	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	80	CP4	prounrel	-6.78627	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	80	C4	prounrel	-7.33945	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	80	P3	prounrel	-4.67691	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	80	CP3	prounrel	-8.40197	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	80	C3	prounrel	-10.2336	Daniel called the tour guide with the cute braids after the trip. He said that her flirtation
E1	1-20	85	P4	prounrel	0.484234	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	85	CP4	prounrel	-0.225089	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	85	C4	prounrel	-1.91175	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	85	P3	prounrel	-1.03651	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	85	CP3	prounrel	-0.691841	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	85	C3	prounrel	2.10447	Adriana sparred with the boxer in the gym. After losing, she cleaned his locker
E1	1-20	150	P4	prounrel	-6.41659	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	150	CP4	prounrel	-6.7773	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	150	C4	prounrel	-6.72296	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	150	P3	prounrel	-11.522	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	150	CP3	prounrel	-6.40987	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	150	C3	prounrel	-5.17874	Lindsey fired the banker after the scandal. She believed that his documents
E1	1-20	30	P4	prounrel	4.09536	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	30	CP4	prounrel	2.5619	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	30	C4	prounrel	5.69768	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	30	P3	prounrel	-2.4546	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	30	CP3	prounrel	0.31431	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	30	C3	prounrel	6.69194	Anastasia accompanied the ambassador on the diplomatic mission. She expected that his publicity
E1	1-20	6	P4	npunrel	9.47427	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	6	CP4	npunrel	8.76184	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	6	C4	npunrel	9.28316	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	6	P3	npunrel	-0.0495586	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	6	CP3	npunrel	-1.63685	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	6	C3	npunrel	-2.08252	Mary calmed the father during the housewarming party. She was sure that the father's steroids
E1	1-20	76	P4	npunrel	3.60409	Amelia sat with the critic in the back row. She hoped that the critic's program
