TargetWords	Condition	ContextCode	N400	Subject	PlausibilityJudgement	Electrode	Cloze	FullText	ON	ZipfFrequency
palace	BC	281	-6.93	CP07	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.1	CP07	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-13.21	CP29	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.9	CP15	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-13.94	CP29	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.55	CP09	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.73	CP15	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	10.88	CP15	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.19	CP09	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.35	CP15	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.24	CP09	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-14.47	CP29	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-11.99	CP29	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.6	CP01	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.06	CP01	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.71	CP01	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	9.54	CP12	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.55	CP15	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-9.73	CP29	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	7.99	CP15	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.25	CP09	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.8	CP09	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.13	CP12	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.82	CP01	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	6.4	CP09	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.26	CP09	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.59	CP07	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.28	CP07	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	6.6	CP15	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-6.98	CP07	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-10.45	CP29	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-3.54	CP01	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-10.57	CP29	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	10.11	CP12	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-13.62	CP29	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.34	CP12	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	13.82	CP07	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-4.01	CP07	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-9.61	CP07	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.18	CP15	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.17	CP12	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-9.73	CP29	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	6.45	CP12	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.58	CP09	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	10.49	CP12	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.5	CP09	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.95	CP01	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.37	CP15	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-5.52	CP01	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-5.84	CP01	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	7.75	CP12	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-4.46	CP07	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.14	CP12	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.91	TP25	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.32	TP34	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-7.15	TP37	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-7.95	TP37	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-10.4	TP37	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.71	TP34	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.02	TP19	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.12	TP05	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-8.08	TP37	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	8.49	TP09	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.72	TP25	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-2.78	TP25	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.37	TP09	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.3	TP25	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.89	TP19	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-9.13	TP37	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.84	TP09	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.92	TP34	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-0.01	TP34	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.39	TP09	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-7.32	TP37	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.99	TP19	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.27	TP05	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.52	TP25	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	13.16	TP05	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.48	TP19	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.89	TP09	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.84	TP09	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.94	TP34	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-2.96	TP05	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.26	TP19	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.3	TP05	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.58	TP19	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.45	TP34	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-12.2	TP37	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	5.39	TP09	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-9.34	TP37	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	6.59	TP19	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.75	TP05	1.39	P3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.56	TP25	1.39	P4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.99	TP05	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.22	TP34	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-3.52	TP05	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-3.16	TP25	1.39	C3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-1.52	TP25	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.07	TP25	1.39	Pz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.44	TP19	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	4.22	TP09	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	0.22	TP05	1.39	CPz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	6.41	TP19	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	2.26	TP09	1.39	C4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	3.71	TP34	1.39	Cz	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	-7.56	TP37	1.39	CP4	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
palace	BC	281	1.19	TP34	1.39	CP3	0.8275862068965517	When they were in London they visited Buckingham palace	1	4.45
mission	BC	282	2.93	CP01	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-2.15	CP29	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.77	CP09	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.49	CP15	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.44	CP29	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	7.42	CP07	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.17	CP01	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.72	CP01	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.94	CP15	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.58	CP09	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.39	CP15	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-5.36	CP29	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.45	CP15	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	5.75	CP01	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.82	CP29	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.39	CP12	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1	CP15	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.89	CP29	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.56	CP01	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.23	CP07	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.93	CP01	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.56	CP09	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.27	CP07	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.45	CP07	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.4	CP01	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	13.55	CP12	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	8.95	CP12	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	8.86	CP12	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.4	CP07	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	0.04	CP29	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	7.94	CP12	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.45	CP01	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.98	CP29	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.08	CP07	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	5.24	CP01	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.19	CP15	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	15.57	CP12	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.68	CP09	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.09	CP15	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.37	CP09	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.37	CP12	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	9.31	CP12	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-5.44	CP07	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.97	CP09	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.15	CP15	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.79	CP09	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	10.46	CP12	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-4.04	CP07	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	5.51	CP09	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.28	CP07	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	13.05	CP09	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.4	CP29	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.63	CP15	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.37	CP29	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.74	TP05	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.79	TP35	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.5	TP05	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-12.83	TP35	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	8.63	TP05	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-5.02	TP33	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.36	TP05	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-2.9	TP05	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-9.19	TP35	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.84	TP33	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.6	TP33	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	24.19	TP19	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.61	TP05	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.23	TP02	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-4.13	TP33	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.09	TP05	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	0.7	TP05	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-2.15	TP02	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-1.55	TP02	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3.29	TP09	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	0.8	TP02	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-0.98	TP02	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	15.48	TP19	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	14.34	TP19	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.15	TP33	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	0.35	TP33	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	13.42	TP19	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-5.9	TP33	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	17.64	TP19	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-10.17	TP35	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-4.92	TP35	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	16.68	TP19	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-9.12	TP35	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	5.08	TP09	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	8.55	TP09	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	1.34	TP33	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	6.36	TP09	1.54	Pz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	6.6	TP09	1.54	C3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	12.38	TP19	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	8.98	TP09	1.54	Cz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	3	TP02	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	2.11	TP02	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-6.93	TP35	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-7.88	TP35	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-7.7	TP05	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.45	TP33	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	12.84	TP19	1.54	C4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.18	TP09	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	16.54	TP19	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-2.35	TP02	1.54	CPz	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	5.31	TP09	1.54	CP3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	4.69	TP09	1.54	P3	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	-3.74	TP35	1.54	P4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
mission	BC	282	0.59	TP02	1.54	CP4	0.8620689655172413	The agent was sent to South America on a secret mission	1	4.87
air	BC	283	18.13	CP27	1.55	P4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	7.37	CP08	1.55	Cz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	9.6	CP18	1.55	C4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	11.87	CP14	1.55	CP4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	5.6	CP18	1.55	C3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-7.21	CP21	1.55	C4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	3.48	CP27	1.55	CP3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	3.18	CP27	1.55	P3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	8.52	CP27	1.55	Pz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	1.66	CP21	1.55	P4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	9.93	CP14	1.55	P4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-10.75	CP21	1.55	Cz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-11.26	CP21	1.55	C3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	5.57	CP14	1.55	Cz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	7.38	CP18	1.55	Pz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	1.15	CP18	1.55	P3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	17.43	CP27	1.55	CP4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	3.06	CP08	1.55	CP3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	8.24	CP18	1.55	Cz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-3.77	CP21	1.55	Pz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	5.51	CP14	1.55	Pz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	2.63	CP08	1.55	P4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	3.39	CP18	1.55	CP3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-8.6	CP21	1.55	CPz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	5.56	CP08	1.55	C4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	4.01	CP08	1.55	CPz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	12.53	CP14	1.55	C4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	4.33	CP08	1.55	CP4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	6.97	CP27	1.55	CPz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-8.23	CP21	1.55	P3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-10.25	CP21	1.55	CP3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	15.8	CP27	1.55	C4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-0.1	CP08	1.55	P3	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	5.43	CP27	1.55	Cz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-3.64	CP21	1.55	CP4	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
air	BC	283	-1.53	CP08	1.55	Pz	0.9310344827586208	Sam knew that rain was coming because he could smell it in the air	5	5.37
