FullText	TargetWords	pos_start	Subject	Item	logfreq	concr	old20	dataset	cloze_p	n400	bline
Giraffes are known for their long necks and zebras for their speed	speed	11	dataset 1_35	249	7.652070746116482	3.62	1.45	Federmeier et al. (2007)	0.029	-1.1457330634171037	-3.639178267141326
He made a holster for his gun	gun	6	dataset 1_35	89	9.294129897705869	4.83	1	Federmeier et al. (2007)	0.808580858085809	-14.904048255841492	-25.680329874566517
During years of drudgery, the man had derived comfort from a single song	song	12	dataset 1_35	46	8.471986598578159	4.46	1	Federmeier et al. (2007)	0.0321507760532151	-3.104845322879494	8.32662637998994
He was cold most of the night and finally got up to get another blanket	blanket	14	dataset 1_35	246	6.4967749901858625	5	1.9	Federmeier et al. (2007)	0.853853853853854	0.06211419673561751	-4.959686939493824
She was quite surprised that Bill didn't keep his secret	secret	9	dataset 1_35	65	8.628018746505122	2.19	1.9	Federmeier et al. (2007)	0	4.038601192142618	1.1949341667486015
The baby cried and upset her stomach	stomach	6	dataset 1_35	245	7.453561871643373	4.89	2.9	Federmeier et al. (2007)	0.0290581162324649	-8.59216616287132	3.7606690547560975
The manila folder that contained her manuscript had been stolen	stolen	9	dataset 1_35	47	7.467942332285852	2.89	1.85	Federmeier et al. (2007)	0.243523316062176	-14.302033078727154	-8.202317259230446
Larry chose not to join the army	army	6	dataset 1_35	167	8.382747094863314	4.7	1.7	Federmeier et al. (2007)	0.32172131147541	-13.532855169636983	-21.515371120685717
He knew that he could call Chris even if it was the middle of the night	night	15	dataset 1_35	269	10.695778464533518	4.52	1.25	Federmeier et al. (2007)	0.912912912912913	6.060123878396389	-10.779448510608184
The teacher saw that some students were cheating and wrote down their grades	grades	12	dataset 1_35	147	6.113682179832232	3	1.4	Federmeier et al. (2007)	0	-10.208187159317507	-26.070428758345297
His seat was next to the window	window	6	dataset 1_35	233	8.386400901166214	4.86	1.95	Federmeier et al. (2007)	0.412825651302605	7.5836460621114465	9.339396124791124
She left the tiny baby alone in the crib	crib	8	dataset 1_35	309	5.75890177387728	4.86	1.6	Federmeier et al. (2007)	0.354062186559679	-13.142082801267174	-11.249238913871109
She had to leave the movie when the baby started to cry	cry	11	dataset 1_35	352	8.116417072794205	4	1.15	Federmeier et al. (2007)	0.970103092783505	-11.632119036773044	-23.39511178448521
Helen reached up to dust the dresser	dresser	6	dataset 1_35	61	5.209486152841421	4.96	1.8	Federmeier et al. (2007)	0	-11.035524987793195	-18.14533713704435
Our guests should be arriving soon	soon	5	dataset 1_35	34	9.48349239264364	1.79	1	Federmeier et al. (2007)	0.818556701030928	1.08288247647881	-5.1750291606970835
Since the water was unsafe they decided to drink scotch	scotch	9	dataset 1_35	106	6.6240652277998935	4.55	1.9	Federmeier et al. (2007)	0	-23.4479875638549	-13.466746988436093
After two hours of hard work they decided to take a short break	break	12	dataset 1_35	103	9.330431852234003	3.71	1.6	Federmeier et al. (2007)	0.771	-12.4098467616154	-7.195215961008079
The squirrel stored some nuts in the basement	basement	7	dataset 1_35	59	6.980075940561763	4.89	2.45	Federmeier et al. (2007)	0	-13.432248469694189	4.877356463676106
Paul painted the clown's suit blue and gave him a big red nose	nose	12	dataset 1_35	237	8.17695386822578	4.89	1	Federmeier et al. (2007)	0.912912912912913	-14.541371613332265	-13.387639017714392
Although John felt some remorse he decided to return the money	money	10	dataset 1_35	250	10.39451854897394	4.54	1.6	Federmeier et al. (2007)	0.182952182952183	-19.559176848604007	-25.627014554904676
Rushing out he forgot to take his keys	keys	7	dataset 1_35	71	7.86403565907245	4.89	1.85	Federmeier et al. (2007)	0.242518059855521	-18.72019929096479	-0.00538166875585146
No one at the reunion recognized Dan because he had grown a foot	foot	12	dataset 1_35	31	8.10530751550515	4.9	1.05	Federmeier et al. (2007)	0.0290581162324649	-10.530303713956748	6.834404352973786
He was soothed by the gentle touch	touch	6	dataset 1_35	102	8.927314111060596	3.86	1.6	Federmeier et al. (2007)	0.22808764940239	-2.5489528661745067	-21.504961271159285
I had lost the ticket I needed to pick up my glasses	glasses	11	dataset 1_35	21	7.432483807917119	4.9	1.75	Federmeier et al. (2007)	0	-8.210183134809258	13.11830186835617
The Vietnam vet had received the Purple Heart, and when he took off his shirt you could see all of his scars	scars	21	dataset 1_35	165	5.41610040220442	4.74	1.1	Federmeier et al. (2007)	0.76440329218107	11.291190910778916	3.3836551494495772
Pam did not have any clothes to mend	mend	7	dataset 1_35	120	4.897839799950911	3.5	1	Federmeier et al. (2007)	0	-7.981710164584109	-10.729382617810906
They carelessly dumped the toxic waste into the trunk	trunk	8	dataset 1_35	69	6.918695219020472	4.71	1.75	Federmeier et al. (2007)	0	-6.613626139013274	2.695053761845994
No one wanted to make any decisions until after the trial	trial	10	dataset 1_35	251	7.831617276352611	3.07	1.75	Federmeier et al. (2007)	0.0292044310171198	-24.134092115279604	-10.180186031447134
They had to drive for another hour before finding a place to jog	jog	12	dataset 1_35	232	4.820281565605037	3.63	1	Federmeier et al. (2007)	0	2.953465442711754	-0.8638045335907175
The old woman was the only one to see the accident	accident	10	dataset 1_35	316	8.330140460246382	3.26	2.65	Federmeier et al. (2007)	0.207452165156093	-11.816847697832143	-3.051106398691347
He slipped and fell on the rock	rock	6	dataset 1_35	194	8.388222810119277	4.91	1	Federmeier et al. (2007)	0.0582914572864322	-7.39976278894202	-2.998843068594777
The surface of the water was nice and cold	cold	8	dataset 1_35	341	8.80071662871916	3.85	1	Federmeier et al. (2007)	0.0608875128998968	-6.71131241260893	-15.643954514638242
It didn't get completed because he could not locate the right dictionary	dictionary	11	dataset 1_35	270	5.25227342804663	4.62	3.5	Federmeier et al. (2007)	0	-1.5975585290715402	-12.499869679570873
He shouted at the top of his staircase	staircase	7	dataset 1_35	330	4.499809670330265	4.66	3.55	Federmeier et al. (2007)	0	-18.534900225855257	-29.23445410733664
The tenants decided to take their landlord to breakfast	breakfast	8	dataset 1_35	230	8.126222529458525	4.43	3.15	Federmeier et al. (2007)	0	-7.073461466555018	-15.716057543590306
The cigar stank and burned a hole in the couch	couch	9	dataset 1_35	197	7.088408778675395	4.71	1.45	Federmeier et al. (2007)	0.235470941883768	-9.437819859568863	8.496993941141426
She was glad she had accompanied her friend because she was enjoying the party except for the music	music	17	dataset 1_35	93	8.953510763007166	4.31	2	Federmeier et al. (2007)	0.182194616977226	-11.678193488832951	2.6746259242175183
While the national anthem is played, everyone is expected to behave	behave	10	dataset 1_35	361	6.720220155135295	1.78	1.85	Federmeier et al. (2007)	0	-3.947162974260454	3.296724698015047
She was glad she had brought a good book with her since there was nothing to read at the office	office	19	dataset 1_35	260	9.249561085129464	4.93	2.45	Federmeier et al. (2007)	0.234090909090909	-7.670556730450196	-14.779226128989114
Most people spend December 25th with their presents	presents	7	dataset 1_35	6	6.881411303642535	3.39	1.8	Federmeier et al. (2007)	0	-11.7653563507005	-5.543759717191132
The white gull dove down and caught a draft	draft	8	dataset 1_35	253	5.918893854273146	3.15	1.55	Federmeier et al. (2007)	0	-17.674513370314706	-17.000182773901262
Tim threw a rock and broke the camera	camera	7	dataset 1_35	37	7.97522083865341	5	1.95	Federmeier et al. (2007)	0	-22.720097548017662	-12.17349712054749
As a reminder of his cat's first bath, he had a scratch on his arm	arm	14	dataset 1_35	108	8.112827478751374	4.96	1	Federmeier et al. (2007)	0.398803589232303	9.685726543467672	-11.315448253315362
It was difficult to decide which bills to pay and which to ignore	ignore	12	dataset 1_35	298	6.858565034791365	2.22	2.2	Federmeier et al. (2007)	0.291208791208791	3.5271718649884787	-6.291028713574398
I couldn't go, so I sent my secretary to the lawyers to pick up the papers	papers	15	dataset 1_35	300	7.878155336503324	4.93	1.5	Federmeier et al. (2007)	0.354773869346734	-17.902624670265627	-17.067963380468182
The hikers wanted to camp close to the river	river	8	dataset 1_35	209	7.948031990637284	4.89	1.3	Federmeier et al. (2007)	0.294589178356713	-7.51680548024874	-9.770509298401436
Before going out on the open seas they always checked the weather	weather	11	dataset 1_35	40	7.465655310134056	3.83	1.75	Federmeier et al. (2007)	0.38391959798995	-6.1424847828816995	3.9760167862392817
They left the dirty dishes in the sink	sink	7	dataset 1_35	39	6.761572768804055	4.74	1	Federmeier et al. (2007)	0.912	-7.351556213911283	-6.694798015913567
They saw the lightening and heard the thunder	thunder	7	dataset 1_35	244	6.522092798170152	4.34	1.9	Federmeier et al. (2007)	0.941	-21.0733563634054	-12.986268468223914
In the distance they heard the sigh	sigh	6	dataset 1_35	117	5.159055299214529	3.89	1.55	Federmeier et al. (2007)	0	-3.2404712399750277	-6.617536445205556
Nicole could not read very well without her glasses	glasses	8	dataset 1_35	340	7.432483807917119	4.9	1.75	Federmeier et al. (2007)	0.940144478844169	-11.879853447643963	-2.341511292845486
The technician never comes to work before noon	noon	7	dataset 1_35	212	6.829793737512425	2.67	1.15	Federmeier et al. (2007)	0.448883666274971	-13.73637844760608	-5.644469185177514
You can't open the door with the wrong key	key	8	dataset 1_35	291	8.39638057119949	4.89	1.2	Federmeier et al. (2007)	0.941941941941942	-6.44331267330837	-20.145195900987687
It was a very exciting story because the last thing you would expect them to do was misspeak	misspeak	17	dataset 1_35	214	0	2.81	3.15	Federmeier et al. (2007)	0	-17.029280711399373	-4.777600250463916
Every morning Susan braids her little girl's hair then helps her dress for success	success	13	dataset 1_35	327	7.237778191923443	2.21	2.6	Federmeier et al. (2007)	0	-10.884157473378682	-1.3563398859587057
They had to shampoo the new beige rug after the accident with the wine	wine	13	dataset 1_35	143	8.0323601479245	4.79	1	Federmeier et al. (2007)	0.312749003984064	18.645127213189507	7.08324558172892
In the mysterious wooden box the girl found a doll	doll	9	dataset 1_35	370	7.142036574706803	5	1	Federmeier et al. (2007)	0.0299586776859504	1.6233274218208953	1.5358702781054785
He liked lemon and sugar in his tea	tea	7	dataset 1_35	326	8.003363058629947	4.69	1	Federmeier et al. (2007)	0.794794794794795	-2.2261540970922984	-12.840856660531966
He quit his job and left his family so that he could sail around the world	world	15	dataset 1_35	53	10.052640047938567	4.36	1.85	Federmeier et al. (2007)	0.853853853853854	-9.800719551352296	-7.132169436013869
She dropped the glass and woke up the baby	baby	8	dataset 1_35	217	10.16504379833675	5	1.7	Federmeier et al. (2007)	0.235707121364092	-21.99168995822837	-14.24548961999998
He looked worried because he might have broken his collection	collection	9	dataset 1_35	141	6.831953565565855	4.04	2.45	Federmeier et al. (2007)	0	-19.10525558647552	-19.081715763122983
He positioned the violin under his chair	chair	6	dataset 1_35	240	7.828834527588089	4.58	1.6	Federmeier et al. (2007)	0.0590590590590591	-16.48313607212424	-9.496229492028483
Maria remembered to shut the front window and lock the back door	door	11	dataset 1_35	170	9.608847999516849	4.81	1.35	Federmeier et al. (2007)	0.970164609053498	3.2922405616312833	-13.851659050355018
Liz and Marie sat at the conference table and discussed the topic for the next lecture	lecture	15	dataset 1_35	45	6.282266746896006	3.79	2.05	Federmeier et al. (2007)	0.0592369477911647	-6.609843516696571	-10.577722548119295
He drove the nail into the wood	wood	6	dataset 1_35	74	7.228388451573604	4.85	1.2	Federmeier et al. (2007)	0.34468085106383	-16.748908298397527	-20.71250396523823
When you go to bed turn off the sarcasm	sarcasm	8	dataset 1_35	177	4.990432586778736	1.63	2.95	Federmeier et al. (2007)	0	-13.832250772142547	-11.40987585156247
You could tell from the way he reacted that he did not like vomit	vomit	13	dataset 1_35	163	5.60947179518496	4.75	1.9	Federmeier et al. (2007)	0	-9.128116412913313	-6.10183086767572
Before she arrived he opened a bottle of wine and put on some soft slippers	slippers	14	dataset 1_35	201	5.575949103146316	4.86	1.65	Federmeier et al. (2007)	0	-8.120934939962408	-9.052634146769831
He bought her a pearl necklace for her birthday	birthday	8	dataset 1_35	112	8.508959386489133	3.2	3.4	Federmeier et al. (2007)	0.856143856143856	-7.251638955058739	-8.907173291782106
Although Jan was usually careful she had forgotten to turn off the freezers	freezers	12	dataset 1_35	367	2.833213344056216	4.87	2.3	Federmeier et al. (2007)	0	-7.522812121439753	-3.1071634956561085
The exit was marked by a large sign	sign	7	dataset 1_35	343	8.824383730256061	4.62	1.75	Federmeier et al. (2007)	0.727835051546392	-10.913326604553818	-21.197962086536293
Nora couldn't take the message because she didn't have a pencil or a piece of chalk	chalk	15	dataset 1_35	264	5.214935757608986	4.9	1.85	Federmeier et al. (2007)	0	2.9696537982954623	4.188197845772846
As usual, he didn't do well because he had not prepared his plan	plan	12	dataset 1_35	121	8.913684824725294	3.4	1.2	Federmeier et al. (2007)	0	-6.6302332912386746	-4.4189446446890495
We followed the path up the hill, and there under the tree was a cat	cat	14	dataset 1_35	110	8.126813720726114	4.86	1	Federmeier et al. (2007)	0.113095238095238	-4.765085232918826	-11.874975568688235
The jeweler was asked if he would examine the ring's huge diamond	diamond	11	dataset 1_35	44	6.960347729101308	4.89	2.85	Federmeier et al. (2007)	0.678034102306921	-10.893987362186923	-6.5107784400240645
Most men cannot understand why women wear makeup	makeup	7	dataset 1_35	181	6.673297967767654	4.45	2.5	Federmeier et al. (2007)	0.34375	2.051145836630522	10.27123039083168
It is not legal for an employer to consider a person's attitude	attitude	11	dataset 1_35	15	7.193685818395112	1.97	2.55	Federmeier et al. (2007)	0	2.2750918652214085	-4.422158141295592
The piano was out of place	place	5	dataset 1_35	64	10.33322241961703	3.48	1.45	Federmeier et al. (2007)	0	-20.87470363226253	-14.897537558795928
Alfonso has started biking to work instead of driving his friends	friends	10	dataset 1_35	274	9.653679132512428	3.07	2.15	Federmeier et al. (2007)	0	-15.928875018732494	0.6970508768270972
They rested under a tree in the campsite	campsite	7	dataset 1_35	351	3.4339872044851463	4.55	2.75	Federmeier et al. (2007)	0	-5.221589150055991	3.73905806031395
Shuffle the cards before you forget	forget	5	dataset 1_35	254	9.556126244582746	2.04	1.7	Federmeier et al. (2007)	0	-2.4301097723109835	-15.64353690109628
Quite predictably, the first thing the doctor asked for was a cast	cast	11	dataset 1_35	303	7.074116816197362	3.92	1	Federmeier et al. (2007)	0	9.475750737014682	-7.377890730857154
No matter how hard she tried, she could not remember the suggestions	suggestions	11	dataset 1_35	288	5.6240175061873385	2.23	3.5	Federmeier et al. (2007)	0	-12.265435030256684	8.437605448931961
Whether it is true or not, most women think that men don't know how to cook	cook	15	dataset 1_35	331	7.751475318021456	4.32	1	Federmeier et al. (2007)	0.292494481236203	-2.907731224641279	-9.83029163310911
They were surprised that Jack thought that it was funny	funny	9	dataset 1_35	349	9.31721973360328	2.5	1.5	Federmeier et al. (2007)	0.157219251336898	-22.017642760956175	-24.840164803461747
She decided to start a new diet	diet	6	dataset 2_02	338	6.665683717782408	3.21	1.35	Wlotko & Federmeier (2012)	0	-16.78975783393634	-5.3682881468800145
She called her husband at his work	work	6	dataset 2_02	133	10.613983371430686	3.48	1.35	Wlotko & Federmeier (2012)	0.42814371257485	-1.6365750794177207	-6.886686646249941
They decided to declaw the cat so he wouldn't tear up the couch	couch	12	dataset 2_02	100	7.088408778675395	4.71	1.45	Wlotko & Federmeier (2012)	0.3996003996004	-7.606111396413708	-11.044149880800784
They had to drive for another hour before finding a place to eat	eat	12	dataset 2_02	232	9.46086560003161	4.44	1	Wlotko & Federmeier (2012)	0.235470941883768	3.126640790726965	4.2260693207341005
I started to put new plants in my garden but ran out of room	room	13	dataset 2_02	276	10.017530268576788	4.79	1.1	Wlotko & Federmeier (2012)	0.0290581162324649	4.644650935142532	-0.3079015966919015
She found the steady drumming of rain on the roof very soothing	soothing	11	dataset 2_02	275	4.7535901911063645	1.96	1.9	Wlotko & Federmeier (2012)	0.501002004008016	-6.840930828970677	2.526430699015198
She took the baby out when he started to cry and had to miss the rest of the movie	movie	18	dataset 2_02	263	8.743850562030243	4.59	1.85	Wlotko & Federmeier (2012)	0.26579739217653	-9.798711055080483	-9.13919059595851
The other driver was so angry he threatened him with a gun	gun	11	dataset 2_02	183	9.294129897705869	4.83	1	Wlotko & Federmeier (2012)	0.302966101694915	-2.2503123142129944	-15.504032586561266
After dinner, they spent a long time over coffee just talking	talking	10	dataset 2_02	256	10.141953119948122	3.72	1.65	Wlotko & Federmeier (2012)	0.79559118236473	5.022869541888782	2.0850295823350744
He scraped the cold food from his plate	plate	7	dataset 2_02	111	7.1770187659099	4.77	1.35	Wlotko & Federmeier (2012)	0.768924302788845	-7.185137083947038	-9.236721478106356
His ring fell into a dark hole in the sink	sink	9	dataset 2_02	362	6.761572768804055	4.74	1	Wlotko & Federmeier (2012)	0.425619834710744	-8.680379279595167	-14.073450818188077
The breeze lifted the smell	smell	4	dataset 2_02	315	8.352554369474591	3.7	1.45	Wlotko & Federmeier (2012)	0	-5.762942916890721	-5.268579260358894
The person who caught the thief deserves our loyalty	loyalty	8	dataset 2_02	73	6.39024066706535	1.57	2.6	Wlotko & Federmeier (2012)	0	-2.726164644581896	-5.010147905916143
The boys played marbles and the girls jumped rope	rope	8	dataset 2_02	196	7.055312843339752	4.93	1	Wlotko & Federmeier (2012)	0.883883883883884	-0.2088923678011285	-0.8983203524027102
Before she arrived he opened a bottle of wine and put on some soft music	music	14	dataset 2_02	201	8.953510763007166	4.31	2	Wlotko & Federmeier (2012)	0.882882882882883	3.111775225712224	-6.946366927457268
Simon thinks it's ok to listen to loud music even if the door to his bedroom is open	open	17	dataset 2_02	321	9.701493759944652	3.21	1.65	Wlotko & Federmeier (2012)	0.824	8.970754705658582	-0.3507551762811842
When the two met, one of them held out his hand	hand	10	dataset 2_02	79	9.565424050523422	4.72	1.2	Wlotko & Federmeier (2012)	0.93923789907312	-8.226009291204432	-11.40867105186855
When she came back from the restroom she found him in deep conversation with a guard	guard	15	dataset 2_02	364	7.99598047476376	4.04	1.8	Wlotko & Federmeier (2012)	0	4.313419162549296	-8.88324098923488
In the distance they heard the sound	sound	6	dataset 2_02	117	8.897545598709327	3.7	1.6	Wlotko & Federmeier (2012)	0.0851485148514851	-4.023123854519281	0.9544203522185576
Steve invited his girlfriend to a party	party	6	dataset 2_02	348	9.38353709043758	3.89	1.3	Wlotko & Federmeier (2012)	0.456049638055843	-6.571807452886202	-4.170100066174623
The ship disappeared into the thick fog	fog	6	dataset 2_02	332	6.180016653652572	4.66	1	Wlotko & Federmeier (2012)	0.909278350515464	-2.719627883781945	-6.050316900593965
They saw the lightening and heard the thunder	thunder	7	dataset 2_02	244	6.522092798170152	4.34	1.9	Wlotko & Federmeier (2012)	0.941	-13.602640216414192	-19.137778678290168
Most shark attacks occur very close to shore	shore	7	dataset 2_02	221	6.921658184151129	4.79	1	Wlotko & Federmeier (2012)	0.82565130260521	-8.185459974856698	2.5005242671690375
The insurance company refused to pay the claim when they found out that he'd been lying	lying	15	dataset 2_02	318	8.405814603432848	2.52	1.65	Wlotko & Federmeier (2012)	0.530591775325978	2.1772382516573905	0.19204559479673997
She was glad she had accompanied her friend because she was enjoying the party except for the smoke	smoke	17	dataset 2_02	93	8.11312710422178	4.96	1.5	Wlotko & Federmeier (2012)	0	3.2127268904556585	-4.653243717995697
Kim was relieved to see that ample food had been made for the party	party	13	dataset 2_02	135	9.38353709043758	3.89	1.3	Wlotko & Federmeier (2012)	0.284860557768924	-7.145332157390873	-7.405524628777652
Seth was uneasy because he had never liked to phone	phone	9	dataset 2_02	156	9.529303064460995	4.86	1.55	Wlotko & Federmeier (2012)	0	-9.313000541997727	-8.755849078829925
One thing the old man lacked was sarcasm	sarcasm	7	dataset 2_02	132	4.990432586778736	1.63	2.95	Wlotko & Federmeier (2012)	0	-5.509948165751263	-3.909505196304888
Ruby's grandchildren hired a live-in nurse because they thought she was too old to live alone	alone	15	dataset 2_02	11	9.663706360068897	2.86	1.7	Wlotko & Federmeier (2012)	0.971	-12.800201829815736	-4.672574711644558
Betsy could never tell a lie	lie	5	dataset 2_02	299	8.721602344674197	3.11	1	Wlotko & Federmeier (2012)	0.676676676676677	-4.378099677533346	-4.236035313476717
The bully punched him on the playground and broke his nose	nose	10	dataset 2_02	285	8.17695386822578	4.89	1	Wlotko & Federmeier (2012)	0.472417251755266	-3.8335422130092303	17.124872630383972
After the long day at work, he lay down on the floor	floor	11	dataset 2_02	213	8.543445562560303	4.8	1.8	Wlotko & Federmeier (2012)	0	-16.464722556987088	-9.135143040086673
The construction worker had developed very powerful arms from unloading bags of cement from the truck	truck	15	dataset 2_02	60	8.220672170297252	4.84	1.6	Wlotko & Federmeier (2012)	0.879381443298969	-4.297646051223096	-4.579750092768314
They stood with the others and chatted while waiting for the bus	bus	11	dataset 2_02	222	8.238536930171769	4.9	1	Wlotko & Federmeier (2012)	0.648946840521565	0.4704985429712189	-3.841424077452123
Most kids think that adults are old	old	6	dataset 2_02	261	10.343579504787346	2.72	1	Wlotko & Federmeier (2012)	0.235943775100402	-1.451355507405443	-2.3033824671261103
As the weather got warmer, Mark started wearing his lighter jacket instead of his heavy winter coat	coat	16	dataset 2_02	243	7.671826797878781	4.97	1.1	Wlotko & Federmeier (2012)	0.882882882882883	-2.3782037934563287	-10.154551523259126
They raised pigs on their farm	farm	5	dataset 2_02	114	7.334981878871814	4.59	1.4	Wlotko & Federmeier (2012)	0.827345309381238	-12.667870468819348	-13.537313584026911
The hikers wanted to camp close to the river	river	8	dataset 2_02	209	7.948031990637284	4.89	1.3	Wlotko & Federmeier (2012)	0.294589178356713	2.2559843888732396	-5.658160433231469
Before going out on the open seas they always checked the speed	speed	11	dataset 2_02	40	7.652070746116482	3.62	1.45	Wlotko & Federmeier (2012)	0	-18.549064565484123	-6.593617995475142
The manila folder that contained her manuscript had been broken	broken	9	dataset 2_02	47	8.19836438996762	4.11	1.9	Wlotko & Federmeier (2012)	0	-9.525384468082455	8.832414232747377
She thought she had seen a ghost	ghost	6	dataset 2_02	98	7.532088143541722	3.19	1.85	Wlotko & Federmeier (2012)	0.683266932270916	-7.819060534474249	-5.996948747034637
I had lost the ticket I needed to pick up my glasses	glasses	11	dataset 2_02	21	7.432483807917119	4.9	1.75	Wlotko & Federmeier (2012)	0	-17.142560643597932	-2.4991553737394026
Every morning before school his mother laid out his clothes and packed his lunch	lunch	13	dataset 2_02	272	8.577535420422398	4.31	1.65	Wlotko & Federmeier (2012)	0.882882882882883	-4.62013888363536	6.214926088516982
Next year my little son will be going to school	school	9	dataset 2_02	258	9.740380214665976	4.79	1.95	Wlotko & Federmeier (2012)	0.559	-4.003039220308707	-15.002157403763825
She dropped the glass and woke up the baby	baby	8	dataset 2_02	217	10.16504379833675	5	1.7	Wlotko & Federmeier (2012)	0.235707121364092	-29.634990306034275	-10.843413037898374
He decided to apply for a student loan	loan	7	dataset 2_02	346	6.921658184151129	3.72	1.15	Wlotko & Federmeier (2012)	0.698347107438017	3.0269583847509876	-8.367412702794367
His seat was next to the window	window	6	dataset 2_02	233	8.386400901166214	4.86	1.95	Wlotko & Federmeier (2012)	0.412825651302605	-6.928136964516407	-4.338305972330058
No one wanted to make any decisions until after the trial	trial	10	dataset 2_02	251	7.831617276352611	3.07	1.75	Wlotko & Federmeier (2012)	0.0292044310171198	-4.824519038920943	3.612965237139414
The surface of the water was nice and smooth	smooth	8	dataset 2_02	341	6.838405200847344	3.81	1.8	Wlotko & Federmeier (2012)	0.242518059855521	-8.080910254767842	0.1577862164968926
My sister bought tickets for the opening show	show	7	dataset 2_02	84	10.122904167442703	3.97	1	Wlotko & Federmeier (2012)	0.485567010309278	-2.240222358579673	-11.1005218456718
It was difficult to decide which bills to pay and which to forget	forget	12	dataset 2_02	298	9.556126244582746	2.04	1.7	Wlotko & Federmeier (2012)	0.0318681318681319	4.621302746298872	-6.853056007776938
The rules did not allow visitors to feed the animals	animals	9	dataset 2_02	168	7.597897950521784	4.61	2.35	Wlotko & Federmeier (2012)	0.702868852459016	-4.18938971213716	-8.351507134416604
He hated to move, but John wanted to live closer to his friends	friends	12	dataset 2_02	142	9.653679132512428	3.07	2.15	Wlotko & Federmeier (2012)	0.028913260219342	-3.2030912014334403	-5.062124604250871
It was a dream come true because Jane had always wanted to visit Europe with her father	father	16	dataset 2_02	7	10.24991012001051	4.52	1.55	Wlotko & Federmeier (2012)	0.0290581162324649	-14.400777076307737	-13.325902897186443
The papers were sorted into several piles of varying sizes	sizes	9	dataset 2_02	140	5.043425116919247	3.62	1.55	Wlotko & Federmeier (2012)	0.340954274353877	-13.813814231302567	-15.854122119188473
During the volley someone stepped on Joe's foot	foot	7	dataset 2_02	355	8.10530751550515	4.9	1.05	Wlotko & Federmeier (2012)	0.516528925619835	-1.2996676861282517	-3.5246874415204745
George must keep his pet on a leash	leash	7	dataset 2_02	107	5.393627546352362	4.89	1.8	Wlotko & Federmeier (2012)	0.855289421157685	-12.735201515037064	-3.2750294875465538
It was time to hang the new pictures	pictures	7	dataset 2_02	223	8.154212694914229	4.71	2.45	Wlotko & Federmeier (2012)	0.235943775100402	-5.031602203748405	7.23009105175637
The last thing he expected was to have such a blast	blast	10	dataset 2_02	324	6.716594773520978	3.9	1.65	Wlotko & Federmeier (2012)	0.134396355353075	-4.708412804686909	4.952528639190769
Jim was saving boxes for a friend who was moving	moving	9	dataset 2_02	310	8.716863386544805	3.82	1.75	Wlotko & Federmeier (2012)	0.648946840521565	7.2776481793145	3.275567786498541
He was tired and grouchy because he was having trouble with his homework	homework	12	dataset 2_02	284	6.93537044601511	4.5	2.9	Wlotko & Federmeier (2012)	0.383149448345035	10.19478587868841	-1.2686057670833275
She wished she had brought something to eat	eat	7	dataset 2_02	171	9.46086560003161	4.44	1	Wlotko & Federmeier (2012)	0.362962962962963	-13.953161452498566	-20.615429361814513
The truck that Dave drove crashed into the tree	tree	8	dataset 2_02	173	8.106514516255185	5	1.2	Wlotko & Federmeier (2012)	0.362579281183932	3.127431647749644	-3.0694021453343754
He took the money from his leather wallet	wallet	7	dataset 2_02	19	7.059617628291383	4.81	1.65	Wlotko & Federmeier (2012)	0.618618618618619	-6.424728060754377	-10.875930202696727
As usual, he didn't do well because he had not prepared his plan	plan	12	dataset 2_02	121	8.913684824725294	3.4	1.2	Wlotko & Federmeier (2012)	0	-5.104623407475871	-4.274039858126232
Most people spend December 25th with their family	family	7	dataset 2_02	6	9.801897696774494	4.23	2	Wlotko & Federmeier (2012)	0.941	4.33203155268092	-3.870727891457591
The queen waited patiently for the man to bow	bow	8	dataset 2_02	101	6.942156705699469	4.61	1	Wlotko & Federmeier (2012)	0.170318725099602	-8.62171834200766	3.7321502575300154
Don't touch the wet paint	paint	4	dataset 2_02	247	7.537962659768208	4.79	1.4	Wlotko & Federmeier (2012)	0.854709418837675	4.956807242988416	-10.033720601228303
She was docked one hour's pay for coming to work late	late	10	dataset 2_02	344	9.529303064460995	2.6	1	Wlotko & Federmeier (2012)	0.94020618556701	3.35941177172057	-2.8396226358368426
Our government was secretly supplying the rebels with arms and ships	ships	10	dataset 2_02	42	6.910750787961936	4.87	1.4	Wlotko & Federmeier (2012)	0	-9.096303987065362	-10.651730123976918
The squirrel stored some nuts in the tree	tree	7	dataset 2_02	59	8.106514516255185	5	1.2	Wlotko & Federmeier (2012)	0.853853853853854	3.0617322741340103	-7.540960221769455
The officials tried to evacuate everyone from the area before the explosion	explosion	11	dataset 2_02	311	6.7357800142423265	4.52	2.65	Wlotko & Federmeier (2012)	0.426059979317477	-2.170925945665549	8.33152143562284
The hinges were rusted shut, so he had to pry it open with a crowbar	crowbar	14	dataset 2_02	109	4.204692619390966	4.87	2.8	Wlotko & Federmeier (2012)	0.427145708582834	10.381303418625896	-17.22670940062927
The death of his dog was a great expense	expense	8	dataset 2_02	356	5.942799375126701	2.57	2.4	Wlotko & Federmeier (2012)	0	-1.5658456187348555	-2.5014747050357484
As a punishment, his parents immediately took away his toys	toys	9	dataset 2_02	290	6.51471269087253	4.93	1.45	Wlotko & Federmeier (2012)	0.0618336886993603	-6.630420769914375	-16.62475315852007
